MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2006 to Jun 2026


SORA Value Date,,,SORA Publication Date,SORA
,,15,16 Nov 2023,3.6372
,,16,17 Nov 2023,3.6444
,,17,20 Nov 2023,3.8431
,,20,21 Nov 2023,3.6665
,,21,22 Nov 2023,3.7497
,,22,23 Nov 2023,3.6238
,,23,24 Nov 2023,3.6811
,,24,27 Nov 2023,3.6122
,,27,28 Nov 2023,3.6549
,,28,29 Nov 2023,3.4799
,,29,30 Nov 2023,3.5107
,,30,01 Dec 2023,3.6592
,Dec,01,04 Dec 2023,3.6823
,,04,05 Dec 2023,3.6984
,,05,06 Dec 2023,3.7290
,,06,07 Dec 2023,3.7354
,,07,08 Dec 2023,3.9062
,,08,11 Dec 2023,3.8994
,,11,12 Dec 2023,3.8467
,,12,13 Dec 2023,3.9311
,,13,14 Dec 2023,4.0103
,,14,15 Dec 2023,3.7911
,,15,18 Dec 2023,3.7269
,,18,19 Dec 2023,3.6867
,,19,20 Dec 2023,3.5700
,,20,21 Dec 2023,3.4412
,,21,22 Dec 2023,3.3632
,,22,26 Dec 2023,3.4044
,,26,27 Dec 2023,3.4443
,,27,28 Dec 2023,3.2489
,,28,29 Dec 2023,3.2630
,,29,02 Jan 2024,3.6235


SORA Value Date,,,SORA Publication Date,SORA
2024,Jan,02,03 Jan 2024,3.6063
,,03,04 Jan 2024,3.8177
,,04,05 Jan 2024,3.8218
,,05,08 Jan 2024,3.7342
,,08,09 Jan 2024,3.8194
,,09,10 Jan 2024,3.7684
,,10,11 Jan 2024,3.7393
,,11,12 Jan 2024,3.7931
,,12,15 Jan 2024,3.7435
,,15,16 Jan 2024,3.5779
,,16,17 Jan 2024,3.6456
,,17,18 Jan 2024,3.6089
,,18,19 Jan 2024,3.5362
,,19,22 Jan 2024,3.4333
,,22,23 Jan 2024,3.5474
,,23,24 Jan 2024,3.5043
,,24,25 Jan 2024,3.4113
,,25,26 Jan 2024,3.5469
,,26,29 Jan 2024,3.5205
,,29,30 Jan 2024,3.5140
,,30,31 Jan 2024,3.4763
,,31,01 Feb 2024,3.4844
,Feb,01,02 Feb 2024,3.4330
,,02,05 Feb 2024,3.4949
,,05,06 Feb 2024,3.5972
,,06,07 Feb 2024,3.6389
,,07,08 Feb 2024,3.5840
,,08,09 Feb 2024,3.3865
,,09,13 Feb 2024,3.4874
,,13,14 Feb 2024,3.3581
,,14,15 Feb 2024,3.5172
,,15,16 Feb 2024,3.6948
,,16,19 Feb 2024,3.7765
,,19,20 Feb 2024,3.8169
,,20,21 Feb 2024,3.7518
,,21,22 Feb 2024,3.5929
,,22,23 Feb 2024,3.7262
,,23,26 Feb 2024,3.8327
,,26,27 Feb 2024,3.7501
,,27,28 Feb 2024,3.7121
,,28,29 Feb 2024,3.7844
,,29,01 Mar 2024,3.7464
,Mar,01,04 Mar 2024,3.7769
,,04,05 Mar 2024,3.6105
,,05,06 Mar 2024,3.6054
,,06,07 Mar 2024,3.5966
,,07,08 Mar 2024,3.6260
,,08,11 Mar 2024,3.6514
,,11,12 Mar 2024,3.4967
,,12,13 Mar 2024,3.4354
,,13,14 Mar 2024,3.3928
,,14,15 Mar 2024,3.4937
,,15,18 Mar 2024,3.5678
,,18,19 Mar 2024,3.7955
,,19,20 Mar 2024,3.8841
,,20,21 Mar 2024,3.8542
,,21,22 Mar 2024,3.9588
,,22,25 Mar 2024,4.2656
,,25,26 Mar 2024,4.0357
,,26,27 Mar 2024,3.9530
,,27,28 Mar 2024,3.8954
,,28,01 Apr 2024,3.6851
,Apr,01,02 Apr 2024,3.7000
,,02,03 Apr 2024,3.6119
,,03,04 Apr 2024,3.5062
,,04,05 Apr 2024,3.5261
,,05,08 Apr 2024,3.4176
,,08,09 Apr 2024,3.3676
,,09,11 Apr 2024,3.4145
,,11,12 Apr 2024,3.3997
,,12,15 Apr 2024,3.4699
,,15,16 Apr 2024,3.4112
,,16,17 Apr 2024,3.4259
,,17,18 Apr 2024,3.3029
,,18,19 Apr 2024,3.4439
,,19,22 Apr 2024,3.6491
,,22,23 Apr 2024,3.6084
,,23,24 Apr 2024,3.5612
,,24,25 Apr 2024,3.5281
,,25,26 Apr 2024,3.5870
,,26,29 Apr 2024,3.6559
,,29,30 Apr 2024,3.5085
,,30,02 May 2024,3.5066
,May,02,03 May 2024,3.6458
,,03,06 May 2024,3.7521
,,06,07 May 2024,3.7687
,,07,08 May 2024,3.8329
,,08,09 May 2024,3.9685
,,09,10 May 2024,3.9447
,,10,13 May 2024,4.0076
,,13,14 May 2024,3.7153
,,14,15 May 2024,3.6486
,,15,16 May 2024,3.6090
,,16,17 May 2024,3.5697
,,17,20 May 2024,3.5899
,,20,21 May 2024,3.5778
,,21,23 May 2024,3.4585
,,23,24 May 2024,3.5511
,,24,27 May 2024,3.6756
,,27,28 May 2024,3.6622
,,28,29 May 2024,3.5476
,,29,30 May 2024,3.5409
,,30,31 May 2024,3.5289
,,31,03 Jun 2024,3.5222
,Jun,03,04 Jun 2024,3.8181
,,04,05 Jun 2024,3.8127
,,05,06 Jun 2024,3.8523
,,06,07 Jun 2024,3.6378
,,07,10 Jun 2024,3.8491
,,10,11 Jun 2024,3.5940
,,11,12 Jun 2024,3.5291
,,12,13 Jun 2024,3.6312
,,13,14 Jun 2024,3.6365
,,14,18 Jun 2024,3.7736
,,18,19 Jun 2024,3.6929
,,19,20 Jun 2024,3.7020
,,20,21 Jun 2024,3.5845
,,21,24 Jun 2024,3.6371
,,24,25 Jun 2024,3.6709
,,25,26 Jun 2024,3.5650
,,26,27 Jun 2024,3.5992
,,27,28 Jun 2024,3.4460
,,28,01 Jul 2024,3.4325
,Jul,01,02 Jul 2024,3.4205
,,02,03 Jul 2024,3.4141
,,03,04 Jul 2024,3.4709
,,04,05 Jul 2024,3.4839
,,05,08 Jul 2024,3.5261
,,08,09 Jul 2024,3.4634
,,09,10 Jul 2024,3.4019
,,10,11 Jul 2024,3.4975
,,11,12 Jul 2024,3.4685
,,12,15 Jul 2024,3.5537
,,15,16 Jul 2024,3.5134
,,16,17 Jul 2024,3.5137
,,17,18 Jul 2024,3.5413
,,18,19 Jul 2024,3.5399
,,19,22 Jul 2024,3.5864
,,22,23 Jul 2024,3.5679
,,23,24 Jul 2024,3.5239
,,24,25 Jul 2024,3.5458
,,25,26 Jul 2024,3.6271
,,26,29 Jul 2024,3.6541
,,29,30 Jul 2024,3.5438
,,30,31 Jul 2024,3.4769
,,31,01 Aug 2024,3.4336
,Aug,01,02 Aug 2024,3.5377
,,02,05 Aug 2024,3.5838
,,05,06 Aug 2024,3.6111
,,06,07 Aug 2024,3.5735
,,07,08 Aug 2024,3.6052
,,08,12 Aug 2024,3.5987
,,12,13 Aug 2024,3.6452
,,13,14 Aug 2024,3.6717
,,14,15 Aug 2024,3.6119
,,15,16 Aug 2024,3.5144
,,16,19 Aug 2024,3.5236
,,19,20 Aug 2024,3.5471
,,20,21 Aug 2024,3.3436
,,21,22 Aug 2024,3.1973
,,22,23 Aug 2024,3.1962
,,23,26 Aug 2024,3.2314
,,26,27 Aug 2024,3.2189
,,27,28 Aug 2024,3.3159
,,28,29 Aug 2024,3.3554
,,29,30 Aug 2024,3.4319
,,30,02 Sep 2024,3.5355
,Sep,02,03 Sep 2024,3.4466
,,03,04 Sep 2024,3.5593
,,04,05 Sep 2024,3.4622
,,05,06 Sep 2024,3.4824
,,06,09 Sep 2024,3.5859
,,09,10 Sep 2024,3.5167
,,10,11 Sep 2024,3.4959
,,11,12 Sep 2024,3.5352
,,12,13 Sep 2024,3.5177
,,13,16 Sep 2024,3.5423
,,16,17 Sep 2024,3.5427
,,17,18 Sep 2024,3.4455
,,18,19 Sep 2024,3.4316
,,19,20 Sep 2024,3.1089
,,20,23 Sep 2024,3.2039
,,23,24 Sep 2024,3.1178
,,24,25 Sep 2024,3.1350
,,25,26 Sep 2024,3.1705
,,26,27 Sep 2024,3.4135
,,27,30 Sep 2024,3.3108
,,30,01 Oct 2024,3.8808
,Oct,01,02 Oct 2024,3.7299
,,02,03 Oct 2024,3.6048
,,03,04 Oct 2024,3.5946
,,04,07 Oct 2024,3.5514
,,07,08 Oct 2024,3.5015
,,08,09 Oct 2024,3.3875
,,09,10 Oct 2024,3.3049
,,10,11 Oct 2024,3.1077
,,11,14 Oct 2024,3.0977
,,14,15 Oct 2024,3.0846
,,15,16 Oct 2024,3.0314
,,16,17 Oct 2024,2.9091
,,17,18 Oct 2024,2.8903
,,18,21 Oct 2024,2.9784
,,21,22 Oct 2024,3.0642
,,22,23 Oct 2024,3.1267
,,23,24 Oct 2024,3.0662
,,24,25 Oct 2024,2.9470
,,25,28 Oct 2024,3.0313
,,28,29 Oct 2024,3.0666
,,29,30 Oct 2024,3.0955
,,30,01 Nov 2024,3.1559
,Nov,01,04 Nov 2024,3.2321
,,04,05 Nov 2024,2.9891
,,05,06 Nov 2024,2.9118
,,06,07 Nov 2024,2.8566
,,07,08 Nov 2024,2.9347
,,08,11 Nov 2024,3.1044
,,11,12 Nov 2024,3.1304
,,12,13 Nov 2024,3.0749
,,13,14 Nov 2024,2.9600
,,14,15 Nov 2024,2.8989
,,15,18 Nov 2024,2.9008
,,18,19 Nov 2024,3.1312
,,19,20 Nov 2024,3.0600
,,20,21 Nov 2024,2.9428
,,21,22 Nov 2024,2.7615
,,22,25 Nov 2024,3.0980
,,25,26 Nov 2024,3.0618
,,26,27 Nov 2024,2.9033
,,27,28 Nov 2024,2.7870
,,28,29 Nov 2024,2.7450
,,29,02 Dec 2024,3.0839
,Dec,02,03 Dec 2024,2.9528
,,03,04 Dec 2024,3.0756
,,04,05 Dec 2024,3.0051
,,05,06 Dec 2024,2.7668
,,06,09 Dec 2024,2.8852
,,09,10 Dec 2024,3.1885
,,10,11 Dec 2024,3.1129
,,11,12 Dec 2024,3.0721
,,12,13 Dec 2024,3.1825
,,13,16 Dec 2024,3.2537
,,16,17 Dec 2024,3.1506
,,17,18 Dec 2024,3.0547
,,18,19 Dec 2024,2.9769
,,19,20 Dec 2024,2.9893
,,20,23 Dec 2024,3.2300
,,23,24 Dec 2024,2.7620
,,24,26 Dec 2024,2.7495
,,26,27 Dec 2024,2.5512
,,27,30 Dec 2024,2.5613
,,30,31 Dec 2024,2.3115
,,31,02 Jan 2025,2.1123


SORA Value Date,,,SORA Publication Date,SORA
2025,Jan,02,03 Jan 2025,2.5211
,,03,06 Jan 2025,2.7573
,,06,07 Jan 2025,2.8352
,,07,08 Jan 2025,2.7815
,,08,09 Jan 2025,2.8385
,,09,10 Jan 2025,2.8980
,,10,13 Jan 2025,3.1047
,,13,14 Jan 2025,2.9332
,,14,15 Jan 2025,2.9314
,,15,16 Jan 2025,2.8138
,,16,17 Jan 2025,2.4647
,,17,20 Jan 2025,2.2492
,,20,21 Jan 2025,2.2516
,,21,22 Jan 2025,2.4850
,,22,23 Jan 2025,2.5852
,,23,24 Jan 2025,3.0238
,,24,27 Jan 2025,3.0743
,,27,28 Jan 2025,2.9786
,,28,31 Jan 2025,3.1283
,,31,03 Feb 2025,2.6325
,Feb,03,04 Feb 2025,2.6510
,,04,05 Feb 2025,2.6168
,,05,06 Feb 2025,2.3766
,,06,07 Feb 2025,2.4847
,,07,10 Feb 2025,2.5170
,,10,11 Feb 2025,2.5438
,,11,12 Feb 2025,2.4561
,,12,13 Feb 2025,2.5042
,,13,14 Feb 2025,2.5008
,,14,17 Feb 2025,2.4130
,,17,18 Feb 2025,2.3114
,,18,19 Feb 2025,2.5261
,,19,20 Feb 2025,2.4639
,,20,21 Feb 2025,2.4630
,,21,24 Feb 2025,2.3548
,,24,25 Feb 2025,2.2661
,,25,26 Feb 2025,2.4175
,,26,27 Feb 2025,2.3922
,,27,28 Feb 2025,2.6412
,,28,03 Mar 2025,2.4846
,Mar,03,04 Mar 2025,2.3344
,,04,05 Mar 2025,2.2903
,,05,06 Mar 2025,2.3176
,,06,07 Mar 2025,2.3425
,,07,10 Mar 2025,2.1455
,,10,11 Mar 2025,2.1148
,,11,12 Mar 2025,2.1251
,,12,13 Mar 2025,2.0822
,,13,14 Mar 2025,2.2434
,,14,17 Mar 2025,2.3683
,,17,18 Mar 2025,2.3416
,,18,19 Mar 2025,2.4421
,,19,20 Mar 2025,2.4428
,,20,21 Mar 2025,2.4805
,,21,24 Mar 2025,2.6484
,,24,25 Mar 2025,2.7645
,,25,26 Mar 2025,2.9409
,,26,27 Mar 2025,2.9829
,,27,28 Mar 2025,2.3592
,,28,01 Apr 2025,2.1392
,Apr,01,02 Apr 2025,2.0073
,,02,03 Apr 2025,2.1983
,,03,04 Apr 2025,2.2206
,,04,07 Apr 2025,2.3164
,,07,08 Apr 2025,2.5884
,,08,09 Apr 2025,2.3872
,,09,10 Apr 2025,2.3326
,,10,11 Apr 2025,2.3009
,,11,14 Apr 2025,2.3021
,,14,15 Apr 2025,2.2749
,,15,16 Apr 2025,2.2840
,,16,17 Apr 2025,2.2553
,,17,21 Apr 2025,2.1960
,,21,22 Apr 2025,2.1530
,,22,23 Apr 2025,2.1405
,,23,24 Apr 2025,2.1801
,,24,25 Apr 2025,2.1602
,,25,28 Apr 2025,2.1066
,,28,29 Apr 2025,2.1769
,,29,30 Apr 2025,2.1740
,,30,02 May 2025,2.1673
,May,02,05 May 2025,2.2953
,,05,06 May 2025,2.2720
,,06,07 May 2025,2.2252
,,07,08 May 2025,2.1160
,,08,09 May 2025,2.1975
,,09,13 May 2025,2.2665
,,13,14 May 2025,2.3946
,,14,15 May 2025,2.1883
,,15,16 May 2025,2.1552
,,16,19 May 2025,2.1210
,,19,20 May 2025,2.1770
,,20,21 May 2025,2.1250
,,21,22 May 2025,2.1033
,,22,23 May 2025,2.1348
,,23,26 May 2025,2.2538
,,26,27 May 2025,2.0800
,,27,28 May 2025,2.1518
,,28,29 May 2025,2.1189
,,29,30 May 2025,2.1111
,,30,02 Jun 2025,2.1001
,Jun,02,03 Jun 2025,2.1229
,,03,04 Jun 2025,1.8245
,,04,05 Jun 2025,1.5620
,,05,06 Jun 2025,1.4568
,,06,09 Jun 2025,1.4724
,,09,10 Jun 2025,1.5092
,,10,11 Jun 2025,1.7832
,,11,12 Jun 2025,1.8919
,,12,13 Jun 2025,1.7439
,,13,16 Jun 2025,1.7531
,,16,17 Jun 2025,1.7685
,,17,18 Jun 2025,1.6644
,,18,19 Jun 2025,1.8111
,,19,20 Jun 2025,1.7594
,,20,23 Jun 2025,1.7930
,,23,24 Jun 2025,1.6795
,,24,25 Jun 2025,1.6785
,,25,26 Jun 2025,1.7466
,,26,27 Jun 2025,1.8108
,,27,30 Jun 2025,1.6345
,,30,01 Jul 2025,1.5598
,Jul,01,02 Jul 2025,1.4297
,,02,03 Jul 2025,1.4954
,,03,04 Jul 2025,1.5695
,,04,07 Jul 2025,1.4896
,,07,08 Jul 2025,1.5986
,,08,09 Jul 2025,1.6566
,,09,10 Jul 2025,1.6217
,,10,11 Jul 2025,1.6104
,,11,14 Jul 2025,1.7048
,,14,15 Jul 2025,1.6642
,,15,16 Jul 2025,1.5284
,,16,17 Jul 2025,1.5451
,,17,18 Jul 2025,1.3029
,,18,21 Jul 2025,1.3181
,,21,22 Jul 2025,1.2996
,,22,23 Jul 2025,1.4564
,,23,24 Jul 2025,1.8136
,,24,25 Jul 2025,1.9165
,,25,28 Jul 2025,1.8852
,,28,29 Jul 2025,1.7849
,,29,30 Jul 2025,1.8668
,,30,31 Jul 2025,1.8246
,,31,01 Aug 2025,1.7516
,Aug,01,04 Aug 2025,1.5817
,,04,05 Aug 2025,1.6645
,,05,06 Aug 2025,1.6922
,,06,07 Aug 2025,1.6030
,,07,08 Aug 2025,1.6337
,,08,11 Aug 2025,1.6067
,,11,12 Aug 2025,1.6123
,,12,13 Aug 2025,1.3941
,,13,14 Aug 2025,1.3742
,,14,15 Aug 2025,1.3053
,,15,18 Aug 2025,1.1958
,,18,19 Aug 2025,1.2518
,,19,20 Aug 2025,1.4948
,,20,21 Aug 2025,1.7069
,,21,22 Aug 2025,1.5064
,,22,25 Aug 2025,1.2648
,,25,26 Aug 2025,1.1347
,,26,27 Aug 2025,0.9504
,,27,28 Aug 2025,0.8668
,,28,29 Aug 2025,0.9728
,,29,01 Sep 2025,1.0396
,Sep,01,02 Sep 2025,0.7261
,,02,03 Sep 2025,0.9315
,,03,04 Sep 2025,1.4808
,,04,05 Sep 2025,1.4707
,,05,08 Sep 2025,1.7007
,,08,09 Sep 2025,1.6383
,,09,10 Sep 2025,1.7149
,,10,11 Sep 2025,1.4302
,,11,12 Sep 2025,1.3468
,,12,15 Sep 2025,1.3736
,,15,16 Sep 2025,1.3764
,,16,17 Sep 2025,1.1235
,,17,18 Sep 2025,1.1218
,,18,19 Sep 2025,1.1129
,,19,22 Sep 2025,1.5372
,,22,23 Sep 2025,1.4201
,,23,24 Sep 2025,1.3212
,,24,25 Sep 2025,1.2180
,,25,26 Sep 2025,1.3180
,,26,29 Sep 2025,1.3773
,,29,30 Sep 2025,1.3755
,,30,01 Oct 2025,1.1990
,Oct,01,02 Oct 2025,1.0402
,,02,03 Oct 2025,1.0847
,,03,06 Oct 2025,1.2469
,,06,07 Oct 2025,0.9886
,,07,08 Oct 2025,1.1621
,,08,09 Oct 2025,1.2430
,,09,10 Oct 2025,1.5033
,,10,13 Oct 2025,1.4439
,,13,14 Oct 2025,1.2878
,,14,15 Oct 2025,1.2879
,,15,16 Oct 2025,1.2249
,,16,17 Oct 2025,1.1306
,,17,21 Oct 2025,1.3384
,,21,22 Oct 2025,1.2262
,,22,23 Oct 2025,1.1649
,,23,24 Oct 2025,1.1507
,,24,27 Oct 2025,1.2447
,,27,28 Oct 2025,1.1525
,,28,29 Oct 2025,0.9414
,,29,30 Oct 2025,0.9622
,,30,31 Oct 2025,1.1456
,,31,03 Nov 2025,1.3515
,Nov,03,04 Nov 2025,1.0306
,,04,05 Nov 2025,0.9741
,,05,06 Nov 2025,0.8707
,,06,07 Nov 2025,0.8568
,,07,10 Nov 2025,0.9396
,,10,11 Nov 2025,1.0879
,,11,12 Nov 2025,0.9941
,,12,13 Nov 2025,0.9166
,,13,14 Nov 2025,1.0034
,,14,17 Nov 2025,1.0216
,,17,18 Nov 2025,1.2845
,,18,19 Nov 2025,1.1555
,,19,20 Nov 2025,1.2484
,,20,21 Nov 2025,1.3935
,,21,24 Nov 2025,1.6685
,,24,25 Nov 2025,1.2670
,,25,26 Nov 2025,1.0782
,,26,27 Nov 2025,1.1713
,,27,28 Nov 2025,1.2700
,,28,01 Dec 2025,1.0518
,Dec,01,02 Dec 2025,1.0297
,,02,03 Dec 2025,0.9457
,,03,04 Dec 2025,0.9624
,,04,05 Dec 2025,1.0027
,,05,08 Dec 2025,1.1351
,,08,09 Dec 2025,1.1503
,,09,10 Dec 2025,1.0664
,,10,11 Dec 2025,1.0377
,,11,12 Dec 2025,1.0593
,,12,15 Dec 2025,1.1768
,,15,16 Dec 2025,1.1563
,,16,17 Dec 2025,1.2652
,,17,18 Dec 2025,1.2629
,,18,19 Dec 2025,1.2790
,,19,22 Dec 2025,1.3529
,,22,23 Dec 2025,1.3290
,,23,24 Dec 2025,1.2776
,,24,26 Dec 2025,1.2334
,,26,29 Dec 2025,1.2221
,,29,30 Dec 2025,1.3414
,,30,31 Dec 2025,1.3212
,,31,02 Jan 2026,0.8949


SORA Value Date,,,SORA Publication Date,SORA
2026,Jan,02,05 Jan 2026,1.0119
,,05,06 Jan 2026,1.0970
,,06,07 Jan 2026,1.1005
,,07,08 Jan 2026,1.0180
,,08,09 Jan 2026,1.0286
,,09,12 Jan 2026,1.0545
,,12,13 Jan 2026,0.9742
,,13,14 Jan 2026,0.9285
,,14,15 Jan 2026,1.0614
,,15,16 Jan 2026,1.3342
,,16,19 Jan 2026,1.2119
,,19,20 Jan 2026,0.9821
,,20,21 Jan 2026,0.9284
,,21,22 Jan 2026,0.9361
,,22,23 Jan 2026,1.1667
,,23,26 Jan 2026,1.3741
,,26,27 Jan 2026,1.4489
,,27,28 Jan 2026,1.2136
,,28,29 Jan 2026,1.3100
,,29,30 Jan 2026,1.4553
,,30,02 Feb 2026,1.1092
,Feb,02,03 Feb 2026,1.1251
,,03,04 Feb 2026,0.9793
,,04,05 Feb 2026,0.8908
,,05,06 Feb 2026,0.9307
,,06,09 Feb 2026,0.8641
,,09,10 Feb 2026,0.9142
,,10,11 Feb 2026,0.8694
,,11,12 Feb 2026,0.8678
,,12,13 Feb 2026,0.9956
,,13,16 Feb 2026,1.0513
,,16,19 Feb 2026,1.0894
,,19,20 Feb 2026,1.3370
,,20,23 Feb 2026,1.2940
,,23,24 Feb 2026,1.1091
,,24,25 Feb 2026,1.0422
,,25,26 Feb 2026,1.0786
,,26,27 Feb 2026,1.0010
,,27,02 Mar 2026,1.0528
,Mar,02,03 Mar 2026,1.0562
,,03,04 Mar 2026,0.8424
,,04,05 Mar 2026,0.8154
,,05,06 Mar 2026,0.8024
,,06,09 Mar 2026,0.8800
,,09,10 Mar 2026,1.0054
,,10,11 Mar 2026,0.9932
,,11,12 Mar 2026,1.0022
,,12,13 Mar 2026,0.8864
,,13,16 Mar 2026,0.8809
,,16,17 Mar 2026,0.9103
,,17,18 Mar 2026,0.9394
,,18,19 Mar 2026,0.9678
,,19,20 Mar 2026,1.1503
,,20,23 Mar 2026,1.2621
,,23,24 Mar 2026,1.2026
,,24,25 Mar 2026,1.1609
,,25,26 Mar 2026,1.1783
,,26,27 Mar 2026,1.1312
,,27,30 Mar 2026,1.2085
,,30,31 Mar 2026,1.1552
,,31,01 Apr 2026,0.9954
,Apr,01,02 Apr 2026,0.8715
,,02,06 Apr 2026,0.9834
,,06,07 Apr 2026,0.9769
,,07,08 Apr 2026,1.0277
,,08,09 Apr 2026,1.0722
,,09,10 Apr 2026,1.0477
,,10,13 Apr 2026,0.8033
,,13,14 Apr 2026,0.9324
,,14,15 Apr 2026,0.8462
,,15,16 Apr 2026,0.7953
,,16,17 Apr 2026,0.8818
,,17,20 Apr 2026,0.8942
,,20,21 Apr 2026,0.9409
,,21,22 Apr 2026,1.0024
,,22,23 Apr 2026,0.9162
,,23,24 Apr 2026,0.9772
,,24,27 Apr 2026,1.0172
,,27,28 Apr 2026,1.1487
,,28,29 Apr 2026,1.2899
,,29,30 Apr 2026,1.3069
,,30,04 May 2026,1.3610
,May,04,05 May 2026,1.4077
,,05,06 May 2026,1.4564
,,06,07 May 2026,1.2896
,,07,08 May 2026,1.3195
,,08,11 May 2026,1.4596
,,11,12 May 2026,1.3115
,,12,13 May 2026,1.1227
,,13,14 May 2026,1.1313
,,14,15 May 2026,1.2718
,,15,18 May 2026,1.1891
,,18,19 May 2026,1.1387
,,19,20 May 2026,1.1397
,,20,21 May 2026,1.1071
,,21,22 May 2026,1.1029
,,22,25 May 2026,0.9842
,,25,26 May 2026,0.9060
,,26,28 May 2026,0.8869
,,28,29 May 2026,0.7564
,,29,02 Jun 2026,0.8704
,Jun,02,03 Jun 2026,0.9175
,,03,04 Jun 2026,0.9967
,,04,05 Jun 2026,0.9381
,,05,08 Jun 2026,1.0435
,,08,09 Jun 2026,1.2059
,,09,10 Jun 2026,1.3253
,,10,11 Jun 2026,1.2450
,,11,12 Jun 2026,1.1747
,,12,15 Jun 2026,1.1693
,,15,16 Jun 2026,1.0038
,,16,17 Jun 2026,0.7736
,,17,18 Jun 2026,0.8169
,,18,19 Jun 2026,0.9340
,,19,22 Jun 2026,1.0328
,,22,23 Jun 2026,1.1041
,,23,24 Jun 2026,1.0471
,,24,25 Jun 2026,1.0841
,,25,26 Jun 2026,1.1553
,,26,29 Jun 2026,1.4328
,,29,30 Jun 2026,1.2652
,,30,01 Jul 2026,1.1886


" After a review of the market demand and usage of MAS-administered financial benchmarks, a decision was made to discontinue the following domestic interest rates with effect from 1 January 2014: "
"    *  Interbank (overnight, 1-week, 1-month, 2-month, 3-month, 6-month, 12-month)"
"    *  3-month commercial bills"
"    *  SGS Overnight Repo"
" Historical data for these rates will still be available on the MAS website. For further enquiries, please contact the Monetary and Domestic Markets Management Department at 6229 9150."
" The Singapore Overnight Rate Average or SORA is the volume-weighted average rate of borrowing transactions in the unsecured overnight interbank SGD cash market in Singapore between 8.00am and 6.15pm."
" The SORA Publication Date is the same date as the SORA Compounded Index Value Date."
" For the Singapore Interbank Offered Rates (SIBOR) and Swap Offer Rates (SOR), please refer to the Association of Banks in Singapore's website."
